,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type
31,"(41.48023407352979, 2.238366675586237)","(41.4784223702771, 2.237886046816304)",61.6,205.8,3.340909090909091,196.724,189.822,-0.0335373799701242,-3.353737997012421,-0.0335248146606142,1,0,0
32,"(41.4784223702771, 2.237886046816304)","(41.477141, 2.238451)",168.8,533.8,3.1623222748815163,189.822,184.102,-0.0107156261159668,-1.071562611596689,-0.0107152160049064,1,0,0
33,"(41.477141, 2.238451)","(41.475483, 2.238242)",169.0,547.9,3.2420118343195266,184.102,174.033,-0.0183774415844873,-1.837744158448736,-0.0183753731303032,0,0,0
34,"(41.475483, 2.238242)","(41.476257474080676, 2.2387624935326715)",100.2,198.6,1.9820359281437125,174.033,173.406,-0.0031570941659979,-0.3157094165997923,-0.0031570836768851,0,0,0
35,"(41.476257474080676, 2.2387624935326715)","(41.474026, 2.238668)",62.79999999999999,266.6,4.245222929936307,173.406,170.316,-0.0115904410978232,-1.1590441097823283,-0.0115899221261728,1,0,0
36,"(41.474026, 2.238668)","(41.473181, 2.239392)",46.0,197.5,4.293478260869565,170.316,163.813,-0.0329265353045886,-3.2926535304588604,-0.0329146438640243,0,0,0
37,"(41.473181, 2.239392)","(41.47117366734017, 2.2435513048676716)",88.6,461.3,5.206546275395034,163.813,124.658,-0.0848797017313926,-8.48797017313926,-0.0846767379630338,0,0,0
38,"(41.47117366734017, 2.2435513048676716)","(41.468972, 2.242223)",300.8,1110.1,3.6904920212765955,124.658,100.71,-0.021572829517048,-2.1572829517048016,-0.0215694838799292,1,0,0
39,"(41.468972, 2.242223)","(41.467336016089526, 2.2426936557964643)",55.8,234.3,4.198924731182796,100.71,83.306,-0.0742808336688573,-7.428083366885736,-0.0741446658252396,0,0,0
40,"(41.467336016089526, 2.2426936557964643)","(41.465431373679266, 2.2389914622880416)",112.2,375.7,3.348484848484848,83.306,83.428,0.0003247315622816,0.0324731562281657,0.0003247315508672,1,0,0
41,"(41.465431373679266, 2.2389914622880416)","(41.46389647345019, 2.2369009259747)",106.4,275.3,2.587406015037594,83.428,68.99,-0.0524446187433311,-5.244461874333114,-0.0523966160441585,1,0,0
42,"(41.46389647345019, 2.2369009259747)","(41.46142601250984, 2.238867922933056)",95.8,320.4,3.3444676409185803,68.99,55.362,-0.0425343269414818,-4.253432694148184,-0.0425087041545094,1,0,0
43,"(41.46142601250984, 2.238867922933056)","(41.45864771021629, 2.240648603212615)",107.2,343.0,3.199626865671642,55.362,44.865,-0.0306034922252243,-3.060349222522435,-0.0305939434481773,1,0,0
44,"(41.45864771021629, 2.240648603212615)","(41.45573088876491, 2.241882442904681)",110.2,340.9,3.0934664246823953,44.865,34.386,-0.0307392199810875,-3.073921998108752,-0.0307295436403815,1,0,0
45,"(41.45573088876491, 2.241882442904681)","(41.4525345165055, 2.2435076224032064)",126.19999999999999,381.1,3.0198098256735344,34.386,22.649,-0.0307976946183872,-3.079769461838725,-0.0307879629722021,1,0,0
46,"(41.4525345165055, 2.2435076224032064)","(41.45084408928666, 2.2446334228451734)",76.6,210.2,2.7441253263707575,22.649,16.671,-0.0284395843999483,-2.8439584399948337,-0.0284319207123032,1,0,0
47,"(41.45084408928666, 2.2446334228451734)","(41.448309463459935, 2.246284278468631)",102.2,313.4,3.0665362035225048,16.671,8.705,-0.0254179949051419,-2.5417994905141943,-0.0254125230536329,1,0,0
48,"(41.448309463459935, 2.246284278468631)","(41.44708901024058, 2.2477521195123518)",64.4,182.0,2.826086956521739,8.705,5.765,-0.0161538464682442,-1.615384646824428,-0.0161524415902539,1,0,0
