,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop,Zone Type
44,"(53.4766466099667, 18.75339406081288)","(53.474934, 18.747099)",63.06666666666666,467.5,7.412790697674419,24,30,0.0128342245989304,1.2834224598930482,0.0128335199955341,1,0,0
45,"(53.474934, 18.747099)","(53.475565, 18.746008)",37.46666666666667,166.7,4.449288256227757,30,27,-0.017996400719856,-1.7996400719856032,-0.0179944582632382,0,0,0
46,"(53.475565, 18.746008)","(53.4787220614879, 18.747616711957942)",46.8,368.8,7.880341880341881,27,25,-0.0054229934924078,-0.5422993492407809,-0.0054229403319965,0,0,0
47,"(53.4787220614879, 18.747616711957942)","(53.484565, 18.749115)",84.80000000000001,659.3,7.774764150943394,25,25,0.0,0.0,0.0,1,0,0
48,"(53.484565, 18.749115)","(53.484677, 18.749618)",34.266666666666666,137.0,3.998054474708171,25,25,0.0,0.0,0.0,0,0,0
49,"(53.484677, 18.749618)","(53.484163, 18.750389)",29.2,103.6,3.547945205479452,25,23,-0.0193050193050193,-1.9305019305019304,-0.0193026216186832,0,0,0
50,"(53.484163, 18.750389)","(53.48445734007539, 18.750175706294737)",46.13333333333333,144.2,3.125722543352601,23,25,0.0138696255201109,1.3869625520110958,0.0138687362722506,0,0,1
51,"(53.48445734007539, 18.750175706294737)","(53.484163, 18.750389)",46.13333333333333,144.2,3.125722543352601,25,23,-0.0138696255201109,-1.3869625520110958,-0.0138687362722506,1,0,1
52,"(53.484163, 18.750389)","(53.483915, 18.752772)",36.93333333333334,196.2,5.312274368231046,23,22,-0.0050968399592252,-0.509683995922528,-0.0050967958250549,0,0,0
53,"(53.483915, 18.752772)","(53.486552788049146, 18.755161643371487)",60.666666666666664,406.9,6.707142857142857,22,22,0.0,0.0,0.0,0,0,1
54,"(53.486552788049146, 18.755161643371487)","(53.488807519157966, 18.751947180215392)",58.53333333333333,451.7,7.716970387243736,22,23,0.0022138587558113,0.2213858755811379,0.0022138551389888,1,0,0
55,"(53.488807519157966, 18.751947180215392)","(53.49151389579054, 18.75344649160273)",54.13333333333334,370.2,6.8386699507389155,23,27,0.0108049702863317,1.0804970286331712,0.0108045498317824,1,0,0
56,"(53.49151389579054, 18.75344649160273)","(53.49321613006566, 18.757984523361912)",74.8,502.4,6.716577540106952,27,24,-0.0059713375796178,-0.5971337579617835,-0.0059712666080619,1,0,0
57,"(53.49321613006566, 18.757984523361912)","(53.492558525875445, 18.761132600486793)",44.666666666666664,290.0,6.492537313432836,24,23,-0.0034482758620689,-0.3448275862068966,-0.0034482621948027,1,0,0
58,"(53.492558525875445, 18.761132600486793)","(53.49469677139516, 18.76758424233806)",61.733333333333334,515.4,8.348812095032397,23,22,-0.0019402405898331,-0.1940240589833139,-0.0019402381551383,1,0,1
59,"(53.49469677139516, 18.76758424233806)","(53.495012, 18.770664)",27.6,207.0,7.5,22,22,0.0,0.0,0.0,1,0,0
60,"(53.495012, 18.770664)","(53.49578572718109, 18.773695751251054)",26.400000000000002,220.5,8.352272727272727,22,21,-0.0045351473922902,-0.4535147392290249,-0.0045351163003657,0,0,0
61,"(53.49578572718109, 18.773695751251054)","(53.496692, 18.77842)",39.733333333333334,329.5,8.292785234899329,21,22,0.0030349013657056,0.3034901365705614,0.0030348920479763,1,0,0
62,"(53.496692, 18.77842)","(53.49752646120528, 18.778303256530293)",57.46666666666667,116.5,2.027262180974478,22,22,0.0,0.0,0.0,0,0,1
63,"(53.49752646120528, 18.778303256530293)","(53.500904, 18.776261)",67.46666666666667,411.6,6.100790513833992,22,26,0.0097181729834791,0.9718172983479106,0.0097178670633792,1,0,0
64,"(53.500904, 18.776261)","(53.50167389110827, 18.775986619308448)",31.866666666666667,109.2,3.426778242677824,26,29,0.0274725274725274,2.747252747252748,0.0274656190643717,0,0,0
65,"(53.50167389110827, 18.775986619308448)","(53.50443072347926, 18.775152184674265)",61.733333333333334,339.8,5.504319654427646,29,37,0.0235432607416127,2.354326074161272,0.0235389122946038,1,0,0
